epi_id,epi_isl,strain,subtype,host_type,sequence_length
SYNTH0000499,SYNTH_ISL_00000499,A/Synthetic_human/SYN/000499/2022,A_/_H5N1,human,759
SYNTH0000500,SYNTH_ISL_00000500,A/Synthetic_human/SYN/000500/2025,A_/_H5N1,human,759
SYNTH0000501,SYNTH_ISL_00000501,A/Synthetic_human/SYN/000501/2022,A_/_H5N1,human,759
SYNTH0000502,SYNTH_ISL_00000502,A/Synthetic_human/SYN/000502/2025,A_/_H5N1,human,759
SYNTH0000503,SYNTH_ISL_00000503,A/Synthetic_human/SYN/000503/2025,A_/_H5N1,human,759
SYNTH0000504,SYNTH_ISL_00000504,A/Synthetic_human/SYN/000504/2024,A_/_H5N1,human,759
SYNTH0000505,SYNTH_ISL_00000505,A/Synthetic_human/SYN/000505/2024,A_/_H5N1,human,759
SYNTH0000506,SYNTH_ISL_00000506,A/Synthetic_human/SYN/000506/2021,A_/_H5N1,human,759
SYNTH0000507,SYNTH_ISL_00000507,A/Synthetic_human/SYN/000507/2023,A_/_H5N1,human,759
SYNTH0000508,SYNTH_ISL_00000508,A/Synthetic_human/SYN/000508/2025,A_/_H5N1,human,759
SYNTH0000509,SYNTH_ISL_00000509,A/Synthetic_human/SYN/000509/2022,A_/_H5N1,human,759
SYNTH0000510,SYNTH_ISL_00000510,A/Synthetic_human/SYN/000510/2022,A_/_H5N1,human,759
SYNTH0000511,SYNTH_ISL_00000511,A/Synthetic_human/SYN/000511/2024,A_/_H5N1,human,759
SYNTH0000512,SYNTH_ISL_00000512,A/Synthetic_human/SYN/000512/2021,A_/_H5N1,human,759
SYNTH0000513,SYNTH_ISL_00000513,A/Synthetic_human/SYN/000513/2021,A_/_H5N1,human,759
SYNTH0000514,SYNTH_ISL_00000514,A/Synthetic_human/SYN/000514/2022,A_/_H5N1,human,759
SYNTH0000515,SYNTH_ISL_00000515,A/Synthetic_human/SYN/000515/2023,A_/_H5N1,human,759
SYNTH0000516,SYNTH_ISL_00000516,A/Synthetic_human/SYN/000516/2023,A_/_H5N1,human,759
SYNTH0000517,SYNTH_ISL_00000517,A/Synthetic_human/SYN/000517/2023,A_/_H5N1,human,759
SYNTH0000518,SYNTH_ISL_00000518,A/Synthetic_human/SYN/000518/2023,A_/_H5N1,human,759
SYNTH0000519,SYNTH_ISL_00000519,A/Synthetic_human/SYN/000519/2024,A_/_H5N1,human,759
SYNTH0000520,SYNTH_ISL_00000520,A/Synthetic_human/SYN/000520/2024,A_/_H5N1,human,759
SYNTH0000521,SYNTH_ISL_00000521,A/Synthetic_human/SYN/000521/2024,A_/_H5N1,human,759
SYNTH0000522,SYNTH_ISL_00000522,A/Synthetic_human/SYN/000522/2025,A_/_H5N1,human,759
SYNTH0000523,SYNTH_ISL_00000523,A/Synthetic_human/SYN/000523/2024,A_/_H5N1,human,759
SYNTH0000524,SYNTH_ISL_00000524,A/Synthetic_human/SYN/000524/2025,A_/_H5N1,human,759
SYNTH0000525,SYNTH_ISL_00000525,A/Synthetic_human/SYN/000525/2021,A_/_H5N1,human,759
SYNTH0000526,SYNTH_ISL_00000526,A/Synthetic_human/SYN/000526/2023,A_/_H5N1,human,759
SYNTH0000527,SYNTH_ISL_00000527,A/Synthetic_human/SYN/000527/2022,A_/_H5N1,human,759
SYNTH0000528,SYNTH_ISL_00000528,A/Synthetic_human/SYN/000528/2024,A_/_H5N1,human,759
SYNTH0000529,SYNTH_ISL_00000529,A/Synthetic_human/SYN/000529/2025,A_/_H5N1,human,759
SYNTH0000530,SYNTH_ISL_00000530,A/Synthetic_human/SYN/000530/2021,A_/_H5N1,human,759
SYNTH0000531,SYNTH_ISL_00000531,A/Synthetic_human/SYN/000531/2023,A_/_H5N1,human,759
SYNTH0000532,SYNTH_ISL_00000532,A/Synthetic_human/SYN/000532/2021,A_/_H5N1,human,759
SYNTH0000533,SYNTH_ISL_00000533,A/Synthetic_human/SYN/000533/2021,A_/_H5N1,human,759
SYNTH0000534,SYNTH_ISL_00000534,A/Synthetic_human/SYN/000534/2023,A_/_H5N1,human,759
SYNTH0000535,SYNTH_ISL_00000535,A/Synthetic_tern/SYN/000535/2021,A_/_H5N1,avian,759
SYNTH0000536,SYNTH_ISL_00000536,A/Synthetic_tern/SYN/000536/2024,A_/_H5N1,avian,759
SYNTH0000537,SYNTH_ISL_00000537,A/Synthetic_duck/SYN/000537/2024,A_/_H5N1,avian,759
SYNTH0000538,SYNTH_ISL_00000538,A/Synthetic_tern/SYN/000538/2022,A_/_H5N1,avian,759
SYNTH0000539,SYNTH_ISL_00000539,A/Synthetic_duck/SYN/000539/2023,A_/_H5N1,avian,759
SYNTH0000540,SYNTH_ISL_00000540,A/Synthetic_chicken/SYN/000540/2021,A_/_H5N1,avian,310
SYNTH0000541,SYNTH_ISL_00000541,A/Synthetic_duck/SYN/000541/2025,A_/_H5N1,avian,759
SYNTH0000542,SYNTH_ISL_00000542,A/Synthetic_tern/SYN/000542/2021,A_/_H5N1,avian,759
SYNTH0000543,SYNTH_ISL_00000543,A/Synthetic_duck/SYN/000543/2024,A_/_H5N1,avian,759
SYNTH0000544,SYNTH_ISL_00000544,A/Synthetic_tern/SYN/000544/2023,A_/_H5N1,avian,759
SYNTH0000545,SYNTH_ISL_00000545,A/Synthetic_duck/SYN/000545/2022,A_/_H5N1,avian,759
SYNTH0000546,SYNTH_ISL_00000546,A/Synthetic_chicken/SYN/000546/2024,A_/_H5N1,avian,759
SYNTH0000547,SYNTH_ISL_00000547,A/Synthetic_tern/SYN/000547/2024,A_/_H5N1,avian,759
SYNTH0000548,SYNTH_ISL_00000548,A/Synthetic_tern/SYN/000548/2023,A_/_H5N1,avian,759
SYNTH0000549,SYNTH_ISL_00000549,A/Synthetic_tern/SYN/000549/2021,A_/_H5N1,avian,759
SYNTH0000550,SYNTH_ISL_00000550,A/Synthetic_duck/SYN/000550/2023,A_/_H5N1,avian,759
SYNTH0000551,SYNTH_ISL_00000551,A/Synthetic_tern/SYN/000551/2022,A_/_H5N1,avian,759
SYNTH0000552,SYNTH_ISL_00000552,A/Synthetic_tern/SYN/000552/2022,A_/_H5N1,avian,759
SYNTH0000553,SYNTH_ISL_00000553,A/Synthetic_chicken/SYN/000553/2022,A_/_H5N1,avian,759
SYNTH0000554,SYNTH_ISL_00000554,A/Synthetic_duck/SYN/000554/2021,A_/_H5N1,avian,759
SYNTH0000555,SYNTH_ISL_00000555,A/Synthetic_tern/SYN/000555/2023,A_/_H5N1,avian,759
SYNTH0000556,SYNTH_ISL_00000556,A/Synthetic_tern/SYN/000556/2022,A_/_H5N1,avian,759
SYNTH0000557,SYNTH_ISL_00000557,A/Synthetic_chicken/SYN/000557/2021,A_/_H5N1,avian,759
SYNTH0000558,SYNTH_ISL_00000558,A/Synthetic_tern/SYN/000558/2024,A_/_H5N1,avian,759
SYNTH0000559,SYNTH_ISL_00000559,A/Synthetic_duck/SYN/000559/2025,A_/_H5N1,avian,759
SYNTH0000560,SYNTH_ISL_00000560,A/Synthetic_duck/SYN/000560/2021,A_/_H5N1,avian,759
SYNTH0000561,SYNTH_ISL_00000561,A/Synthetic_tern/SYN/000561/2025,A_/_H5N1,avian,759
SYNTH0000562,SYNTH_ISL_00000562,A/Synthetic_tern/SYN/000562/2025,A_/_H5N1,avian,759
SYNTH0000563,SYNTH_ISL_00000563,A/Synthetic_chicken/SYN/000563/2024,A_/_H5N1,avian,759
SYNTH0000564,SYNTH_ISL_00000564,A/Synthetic_chicken/SYN/000564/2021,A_/_H5N1,avian,759
SYNTH0000565,SYNTH_ISL_00000565,A/Synthetic_duck/SYN/000565/2022,A_/_H5N1,avian,759
SYNTH0000566,SYNTH_ISL_00000566,A/Synthetic_tern/SYN/000566/2022,A_/_H5N1,avian,759
SYNTH0000567,SYNTH_ISL_00000567,A/Synthetic_tern/SYN/000567/2023,A_/_H5N1,avian,759
SYNTH0000568,SYNTH_ISL_00000568,A/Synthetic_duck/SYN/000568/2022,A_/_H5N1,avian,759
SYNTH0000569,SYNTH_ISL_00000569,A/Synthetic_tern/SYN/000569/2023,A_/_H5N1,avian,759
SYNTH0000570,SYNTH_ISL_00000570,A/Synthetic_duck/SYN/000570/2025,A_/_H5N1,avian,759
SYNTH0000571,SYNTH_ISL_00000571,A/Synthetic_tern/SYN/000571/2022,A_/_H5N1,avian,759
SYNTH0000572,SYNTH_ISL_00000572,A/Synthetic_tern/SYN/000572/2022,A_/_H5N1,avian,759
SYNTH0000573,SYNTH_ISL_00000573,A/Synthetic_tern/SYN/000573/2025,A_/_H5N1,avian,759
SYNTH0000574,SYNTH_ISL_00000574,A/Synthetic_tern/SYN/000574/2021,A_/_H5N1,avian,759
SYNTH0000575,SYNTH_ISL_00000575,A/Synthetic_chicken/SYN/000575/2021,A_/_H5N1,avian,759
SYNTH0000576,SYNTH_ISL_00000576,A/Synthetic_tern/SYN/000576/2025,A_/_H5N1,avian,759
SYNTH0000577,SYNTH_ISL_00000577,A/Synthetic_chicken/SYN/000577/2025,A_/_H5N1,avian,759
SYNTH0000578,SYNTH_ISL_00000578,A/Synthetic_tern/SYN/000578/2021,A_/_H5N1,avian,759
SYNTH0000579,SYNTH_ISL_00000579,A/Synthetic_tern/SYN/000579/2025,A_/_H5N1,avian,759
SYNTH0000580,SYNTH_ISL_00000580,A/Synthetic_duck/SYN/000580/2024,A_/_H5N1,avian,759
SYNTH0000581,SYNTH_ISL_00000581,A/Synthetic_tern/SYN/000581/2024,A_/_H5N1,avian,759
SYNTH0000582,SYNTH_ISL_00000582,A/Synthetic_chicken/SYN/000582/2021,A_/_H5N1,avian,759
SYNTH0000583,SYNTH_ISL_00000583,A/Synthetic_duck/SYN/000583/2024,A_/_H5N1,avian,759
SYNTH0000584,SYNTH_ISL_00000584,A/Synthetic_duck/SYN/000584/2025,A_/_H5N1,avian,759
SYNTH0000585,SYNTH_ISL_00000585,A/Synthetic_tern/SYN/000585/2023,A_/_H5N1,avian,759
SYNTH0000586,SYNTH_ISL_00000586,A/Synthetic_duck/SYN/000586/2024,A_/_H5N1,avian,759
SYNTH0000587,SYNTH_ISL_00000587,A/Synthetic_duck/SYN/000587/2025,A_/_H5N1,avian,759
SYNTH0000588,SYNTH_ISL_00000588,A/Synthetic_duck/SYN/000588/2022,A_/_H5N1,avian,759
SYNTH0000589,SYNTH_ISL_00000589,A/Synthetic_duck/SYN/000589/2024,A_/_H5N1,avian,759
SYNTH0000590,SYNTH_ISL_00000590,A/Synthetic_chicken/SYN/000590/2021,A_/_H5N1,avian,759
SYNTH0000591,SYNTH_ISL_00000591,A/Synthetic_duck/SYN/000591/2025,A_/_H5N1,avian,759
SYNTH0000592,SYNTH_ISL_00000592,A/Synthetic_chicken/SYN/000592/2023,A_/_H5N1,avian,759
SYNTH0000593,SYNTH_ISL_00000593,A/Synthetic_tern/SYN/000593/2023,A_/_H5N1,avian,759
SYNTH0000594,SYNTH_ISL_00000594,A/Synthetic_chicken/SYN/000594/2024,A_/_H5N1,avian,759
SYNTH0000595,SYNTH_ISL_00000595,A/Synthetic_duck/SYN/000595/2024,A_/_H5N1,avian,759
SYNTH0000596,SYNTH_ISL_00000596,A/Synthetic_duck/SYN/000596/2021,A_/_H5N1,avian,759
SYNTH0000597,SYNTH_ISL_00000597,A/Synthetic_duck/SYN/000597/2025,A_/_H5N1,avian,759
SYNTH0000598,SYNTH_ISL_00000598,A/Synthetic_chicken/SYN/000598/2022,A_/_H5N1,avian,759
SYNTH0000599,SYNTH_ISL_00000599,A/Synthetic_chicken/SYN/000599/2021,A_/_H5N1,avian,759
SYNTH0000600,SYNTH_ISL_00000600,A/Synthetic_tern/SYN/000600/2024,A_/_H5N1,avian,759
SYNTH0000601,SYNTH_ISL_00000601,A/Synthetic_chicken/SYN/000601/2021,A_/_H5N1,avian,759
SYNTH0000602,SYNTH_ISL_00000602,A/Synthetic_duck/SYN/000602/2023,A_/_H5N1,avian,759
SYNTH0000603,SYNTH_ISL_00000603,A/Synthetic_duck/SYN/000603/2021,A_/_H5N1,avian,759
SYNTH0000604,SYNTH_ISL_00000604,A/Synthetic_tern/SYN/000604/2025,A_/_H5N1,avian,759
SYNTH0000605,SYNTH_ISL_00000605,A/Synthetic_tern/SYN/000605/2023,A_/_H5N1,avian,759
SYNTH0000606,SYNTH_ISL_00000606,A/Synthetic_tern/SYN/000606/2024,A_/_H5N1,avian,759
SYNTH0000607,SYNTH_ISL_00000607,A/Synthetic_duck/SYN/000607/2025,A_/_H5N1,avian,759
SYNTH0000608,SYNTH_ISL_00000608,A/Synthetic_chicken/SYN/000608/2022,A_/_H5N1,avian,759
SYNTH0000609,SYNTH_ISL_00000609,A/Synthetic_duck/SYN/000609/2023,A_/_H5N1,avian,759
SYNTH0000610,SYNTH_ISL_00000610,A/Synthetic_duck/SYN/000610/2025,A_/_H5N1,avian,759
SYNTH0000611,SYNTH_ISL_00000611,A/Synthetic_chicken/SYN/000611/2022,A_/_H5N1,avian,759
SYNTH0000612,SYNTH_ISL_00000612,A/Synthetic_duck/SYN/000612/2025,A_/_H5N1,avian,759
SYNTH0000613,SYNTH_ISL_00000613,A/Synthetic_chicken/SYN/000613/2022,A_/_H5N1,avian,759
SYNTH0000614,SYNTH_ISL_00000614,A/Synthetic_duck/SYN/000614/2025,A_/_H5N1,avian,759
SYNTH0000615,SYNTH_ISL_00000615,A/Synthetic_tern/SYN/000615/2025,A_/_H5N1,avian,759
SYNTH0000616,SYNTH_ISL_00000616,A/Synthetic_tern/SYN/000616/2023,A_/_H5N1,avian,759
SYNTH0000617,SYNTH_ISL_00000617,A/Synthetic_tern/SYN/000617/2023,A_/_H5N1,avian,759
SYNTH0000618,SYNTH_ISL_00000618,A/Synthetic_tern/SYN/000618/2025,A_/_H5N1,avian,759
SYNTH0000619,SYNTH_ISL_00000619,A/Synthetic_tern/SYN/000619/2025,A_/_H5N1,avian,759
SYNTH0000620,SYNTH_ISL_00000620,A/Synthetic_chicken/SYN/000620/2023,A_/_H5N1,avian,759
SYNTH0000621,SYNTH_ISL_00000621,A/Synthetic_chicken/SYN/000621/2024,A_/_H5N1,avian,759
SYNTH0000622,SYNTH_ISL_00000622,A/Synthetic_tern/SYN/000622/2021,A_/_H5N1,avian,759
SYNTH0000623,SYNTH_ISL_00000623,A/Synthetic_duck/SYN/000623/2025,A_/_H5N1,avian,759
SYNTH0000624,SYNTH_ISL_00000624,A/Synthetic_tern/SYN/000624/2021,A_/_H5N1,avian,759
SYNTH0000625,SYNTH_ISL_00000625,A/Synthetic_chicken/SYN/000625/2025,A_/_H5N1,avian,759
SYNTH0000626,SYNTH_ISL_00000626,A/Synthetic_tern/SYN/000626/2024,A_/_H5N1,avian,759
SYNTH0000627,SYNTH_ISL_00000627,A/Synthetic_tern/SYN/000627/2022,A_/_H5N1,avian,759
SYNTH0000628,SYNTH_ISL_00000628,A/Synthetic_tern/SYN/000628/2021,A_/_H5N1,avian,759
SYNTH0000629,SYNTH_ISL_00000629,A/Synthetic_duck/SYN/000629/2023,A_/_H5N1,avian,759
SYNTH0000630,SYNTH_ISL_00000630,A/Synthetic_duck/SYN/000630/2022,A_/_H5N1,avian,759
SYNTH0000631,SYNTH_ISL_00000631,A/Synthetic_tern/SYN/000631/2024,A_/_H5N1,avian,759
SYNTH0000632,SYNTH_ISL_00000632,A/Synthetic_tern/SYN/000632/2021,A_/_H5N1,avian,759
SYNTH0000633,SYNTH_ISL_00000633,A/Synthetic_tern/SYN/000633/2022,A_/_H5N1,avian,759
SYNTH0000634,SYNTH_ISL_00000634,A/Synthetic_tern/SYN/000634/2024,A_/_H5N1,avian,759
SYNTH0000635,SYNTH_ISL_00000635,A/Synthetic_duck/SYN/000635/2022,A_/_H5N1,avian,759
SYNTH0000636,SYNTH_ISL_00000636,A/Synthetic_tern/SYN/000636/2023,A_/_H5N1,avian,759
SYNTH0000637,SYNTH_ISL_00000637,A/Synthetic_tern/SYN/000637/2023,A_/_H5N1,avian,759
SYNTH0000638,SYNTH_ISL_00000638,A/Synthetic_chicken/SYN/000638/2022,A_/_H5N1,avian,759
SYNTH0000639,SYNTH_ISL_00000639,A/Synthetic_duck/SYN/000639/2022,A_/_H5N1,avian,759
SYNTH0000640,SYNTH_ISL_00000640,A/Synthetic_duck/SYN/000640/2023,A_/_H5N1,avian,759
SYNTH0000641,SYNTH_ISL_00000641,A/Synthetic_tern/SYN/000641/2024,A_/_H5N1,avian,759
SYNTH0000642,SYNTH_ISL_00000642,A/Synthetic_duck/SYN/000642/2025,A_/_H5N1,avian,759
SYNTH0000643,SYNTH_ISL_00000643,A/Synthetic_tern/SYN/000643/2023,A_/_H5N1,avian,759
SYNTH0000644,SYNTH_ISL_00000644,A/Synthetic_tern/SYN/000644/2025,A_/_H5N1,avian,759
SYNTH0000645,SYNTH_ISL_00000645,A/Synthetic_duck/SYN/000645/2023,A_/_H5N1,avian,759
SYNTH0000646,SYNTH_ISL_00000646,A/Synthetic_chicken/SYN/000646/2023,A_/_H5N1,avian,759
SYNTH0000647,SYNTH_ISL_00000647,A/Synthetic_tern/SYN/000647/2021,A_/_H5N1,avian,759
SYNTH0000648,SYNTH_ISL_00000648,A/Synthetic_duck/SYN/000648/2023,A_/_H5N1,avian,759
SYNTH0000649,SYNTH_ISL_00000649,A/Synthetic_chicken/SYN/000649/2022,A_/_H5N1,avian,759
SYNTH0000650,SYNTH_ISL_00000650,A/Synthetic_duck/SYN/000650/2025,A_/_H5N1,avian,759
SYNTH0000651,SYNTH_ISL_00000651,A/Synthetic_chicken/SYN/000651/2021,A_/_H5N1,avian,759
SYNTH0000652,SYNTH_ISL_00000652,A/Synthetic_tern/SYN/000652/2022,A_/_H5N1,avian,759
SYNTH0000653,SYNTH_ISL_00000653,A/Synthetic_tern/SYN/000653/2025,A_/_H5N1,avian,759
SYNTH0000654,SYNTH_ISL_00000654,A/Synthetic_chicken/SYN/000654/2021,A_/_H5N1,avian,759
SYNTH0000655,SYNTH_ISL_00000655,A/Synthetic_duck/SYN/000655/2024,A_/_H5N1,avian,759
SYNTH0000656,SYNTH_ISL_00000656,A/Synthetic_chicken/SYN/000656/2021,A_/_H5N1,avian,759
SYNTH0000657,SYNTH_ISL_00000657,A/Synthetic_chicken/SYN/000657/2024,A_/_H5N1,avian,759
SYNTH0000658,SYNTH_ISL_00000658,A/Synthetic_duck/SYN/000658/2024,A_/_H5N1,avian,759
SYNTH0000659,SYNTH_ISL_00000659,A/Synthetic_duck/SYN/000659/2023,A_/_H5N1,avian,759
SYNTH0000660,SYNTH_ISL_00000660,A/Synthetic_chicken/SYN/000660/2021,A_/_H5N1,avian,759
SYNTH0000661,SYNTH_ISL_00000661,A/Synthetic_chicken/SYN/000661/2025,A_/_H5N1,avian,759
SYNTH0000662,SYNTH_ISL_00000662,A/Synthetic_chicken/SYN/000662/2022,A_/_H5N1,avian,759
SYNTH0000663,SYNTH_ISL_00000663,A/Synthetic_chicken/SYN/000663/2021,A_/_H5N1,avian,759
SYNTH0000664,SYNTH_ISL_00000664,A/Synthetic_duck/SYN/000664/2024,A_/_H5N1,avian,759
SYNTH0000665,SYNTH_ISL_00000665,A/Synthetic_tern/SYN/000665/2023,A_/_H5N1,avian,759
SYNTH0000666,SYNTH_ISL_00000666,A/Synthetic_chicken/SYN/000666/2023,A_/_H5N1,avian,759
SYNTH0000667,SYNTH_ISL_00000667,A/Synthetic_chicken/SYN/000667/2023,A_/_H5N1,avian,759
SYNTH0000668,SYNTH_ISL_00000668,A/Synthetic_tern/SYN/000668/2025,A_/_H5N1,avian,759
SYNTH0000669,SYNTH_ISL_00000669,A/Synthetic_chicken/SYN/000669/2025,A_/_H5N1,avian,759
SYNTH0000670,SYNTH_ISL_00000670,A/Synthetic_chicken/SYN/000670/2021,A_/_H5N1,avian,759
SYNTH0000671,SYNTH_ISL_00000671,A/Synthetic_tern/SYN/000671/2024,A_/_H5N1,avian,759
SYNTH0000672,SYNTH_ISL_00000672,A/Synthetic_tern/SYN/000672/2022,A_/_H5N1,avian,465
SYNTH0000673,SYNTH_ISL_00000673,A/Synthetic_duck/SYN/000673/2025,A_/_H5N1,avian,759
SYNTH0000674,SYNTH_ISL_00000674,A/Synthetic_chicken/SYN/000674/2022,A_/_H5N1,avian,759
SYNTH0000675,SYNTH_ISL_00000675,A/Synthetic_tern/SYN/000675/2024,A_/_H5N1,avian,759
SYNTH0000676,SYNTH_ISL_00000676,A/Synthetic_tern/SYN/000676/2023,A_/_H5N1,avian,759
SYNTH0000677,SYNTH_ISL_00000677,A/Synthetic_tern/SYN/000677/2021,A_/_H5N1,avian,759
SYNTH0000678,SYNTH_ISL_00000678,A/Synthetic_chicken/SYN/000678/2024,A_/_H5N1,avian,759
SYNTH0000679,SYNTH_ISL_00000679,A/Synthetic_chicken/SYN/000679/2021,A_/_H5N1,avian,759
SYNTH0000680,SYNTH_ISL_00000680,A/Synthetic_chicken/SYN/000680/2024,A_/_H5N1,avian,759
SYNTH0000681,SYNTH_ISL_00000681,A/Synthetic_duck/SYN/000681/2023,A_/_H5N1,avian,759
SYNTH0000682,SYNTH_ISL_00000682,A/Synthetic_tern/SYN/000682/2021,A_/_H5N1,avian,759
SYNTH0000683,SYNTH_ISL_00000683,A/Synthetic_duck/SYN/000683/2022,A_/_H5N1,avian,759
SYNTH0000684,SYNTH_ISL_00000684,A/Synthetic_chicken/SYN/000684/2024,A_/_H5N1,avian,759
SYNTH0000685,SYNTH_ISL_00000685,A/Synthetic_duck/SYN/000685/2025,A_/_H5N1,avian,759
SYNTH0000686,SYNTH_ISL_00000686,A/Synthetic_tern/SYN/000686/2023,A_/_H5N1,avian,759
SYNTH0000687,SYNTH_ISL_00000687,A/Synthetic_tern/SYN/000687/2023,A_/_H5N1,avian,759
SYNTH0000688,SYNTH_ISL_00000688,A/Synthetic_chicken/SYN/000688/2022,A_/_H5N1,avian,759
SYNTH0000689,SYNTH_ISL_00000689,A/Synthetic_duck/SYN/000689/2022,A_/_H5N1,avian,759
SYNTH0000690,SYNTH_ISL_00000690,A/Synthetic_tern/SYN/000690/2023,A_/_H5N1,avian,759
SYNTH0000691,SYNTH_ISL_00000691,A/Synthetic_tern/SYN/000691/2024,A_/_H5N1,avian,759
SYNTH0000692,SYNTH_ISL_00000692,A/Synthetic_tern/SYN/000692/2022,A_/_H5N1,avian,759
SYNTH0000693,SYNTH_ISL_00000693,A/Synthetic_tern/SYN/000693/2025,A_/_H5N1,avian,759
SYNTH0000694,SYNTH_ISL_00000694,A/Synthetic_chicken/SYN/000694/2025,A_/_H5N1,avian,759
SYNTH0000695,SYNTH_ISL_00000695,A/Synthetic_tern/SYN/000695/2023,A_/_H5N1,avian,759
SYNTH0000696,SYNTH_ISL_00000696,A/Synthetic_tern/SYN/000696/2021,A_/_H5N1,avian,759
SYNTH0000697,SYNTH_ISL_00000697,A/Synthetic_tern/SYN/000697/2025,A_/_H5N1,avian,759
SYNTH0000698,SYNTH_ISL_00000698,A/Synthetic_tern/SYN/000698/2022,A_/_H5N1,avian,759
SYNTH0000699,SYNTH_ISL_00000699,A/Synthetic_tern/SYN/000699/2024,A_/_H5N1,avian,759
SYNTH0000700,SYNTH_ISL_00000700,A/Synthetic_chicken/SYN/000700/2025,A_/_H5N1,avian,759
SYNTH0000701,SYNTH_ISL_00000701,A/Synthetic_tern/SYN/000701/2024,A_/_H5N1,avian,759
SYNTH0000702,SYNTH_ISL_00000702,A/Synthetic_duck/SYN/000702/2022,A_/_H5N1,avian,759
SYNTH0000703,SYNTH_ISL_00000703,A/Synthetic_duck/SYN/000703/2025,A_/_H5N1,avian,759
SYNTH0000704,SYNTH_ISL_00000704,A/Synthetic_duck/SYN/000704/2023,A_/_H5N1,avian,759
SYNTH0000705,SYNTH_ISL_00000705,A/Synthetic_duck/SYN/000705/2023,A_/_H5N1,avian,759
SYNTH0000706,SYNTH_ISL_00000706,A/Synthetic_tern/SYN/000706/2022,A_/_H5N1,avian,759
SYNTH0000707,SYNTH_ISL_00000707,A/Synthetic_chicken/SYN/000707/2024,A_/_H5N1,avian,759
SYNTH0000708,SYNTH_ISL_00000708,A/Synthetic_chicken/SYN/000708/2025,A_/_H5N1,avian,759
SYNTH0000709,SYNTH_ISL_00000709,A/Synthetic_chicken/SYN/000709/2024,A_/_H5N1,avian,759
SYNTH0000710,SYNTH_ISL_00000710,A/Synthetic_duck/SYN/000710/2022,A_/_H5N1,avian,759
SYNTH0000711,SYNTH_ISL_00000711,A/Synthetic_tern/SYN/000711/2024,A_/_H5N1,avian,759
SYNTH0000712,SYNTH_ISL_00000712,A/Synthetic_duck/SYN/000712/2024,A_/_H5N1,avian,759
SYNTH0000713,SYNTH_ISL_00000713,A/Synthetic_duck/SYN/000713/2024,A_/_H5N1,avian,759
SYNTH0000714,SYNTH_ISL_00000714,A/Synthetic_tern/SYN/000714/2025,A_/_H5N1,avian,759
SYNTH0000715,SYNTH_ISL_00000715,A/Synthetic_duck/SYN/000715/2021,A_/_H5N1,avian,759
SYNTH0000716,SYNTH_ISL_00000716,A/Synthetic_tern/SYN/000716/2024,A_/_H5N1,avian,759
SYNTH0000717,SYNTH_ISL_00000717,A/Synthetic_tern/SYN/000717/2022,A_/_H5N1,avian,759
SYNTH0000718,SYNTH_ISL_00000718,A/Synthetic_chicken/SYN/000718/2023,A_/_H5N1,avian,759
SYNTH0000719,SYNTH_ISL_00000719,A/Synthetic_tern/SYN/000719/2025,A_/_H5N1,avian,759
SYNTH0000720,SYNTH_ISL_00000720,A/Synthetic_duck/SYN/000720/2022,A_/_H5N1,avian,759
SYNTH0000721,SYNTH_ISL_00000721,A/Synthetic_duck/SYN/000721/2022,A_/_H5N1,avian,759
SYNTH0000722,SYNTH_ISL_00000722,A/Synthetic_tern/SYN/000722/2021,A_/_H5N1,avian,759
SYNTH0000723,SYNTH_ISL_00000723,A/Synthetic_tern/SYN/000723/2024,A_/_H5N1,avian,759
SYNTH0000724,SYNTH_ISL_00000724,A/Synthetic_chicken/SYN/000724/2022,A_/_H5N1,avian,759
SYNTH0000725,SYNTH_ISL_00000725,A/Synthetic_chicken/SYN/000725/2025,A_/_H5N1,avian,759
SYNTH0000726,SYNTH_ISL_00000726,A/Synthetic_tern/SYN/000726/2021,A_/_H5N1,avian,759
SYNTH0000727,SYNTH_ISL_00000727,A/Synthetic_chicken/SYN/000727/2024,A_/_H5N1,avian,759
SYNTH0000728,SYNTH_ISL_00000728,A/Synthetic_tern/SYN/000728/2022,A_/_H5N1,avian,759
SYNTH0000729,SYNTH_ISL_00000729,A/Synthetic_chicken/SYN/000729/2022,A_/_H5N1,avian,759
SYNTH0000730,SYNTH_ISL_00000730,A/Synthetic_duck/SYN/000730/2022,A_/_H5N1,avian,759
SYNTH0000731,SYNTH_ISL_00000731,A/Synthetic_tern/SYN/000731/2025,A_/_H5N1,avian,759
SYNTH0000732,SYNTH_ISL_00000732,A/Synthetic_tern/SYN/000732/2023,A_/_H5N1,avian,759
SYNTH0000733,SYNTH_ISL_00000733,A/Synthetic_chicken/SYN/000733/2025,A_/_H5N1,avian,759
SYNTH0000734,SYNTH_ISL_00000734,A/Synthetic_duck/SYN/000734/2023,A_/_H5N1,avian,759
SYNTH0000735,SYNTH_ISL_00000735,A/Synthetic_tern/SYN/000735/2022,A_/_H5N1,avian,759
SYNTH0000736,SYNTH_ISL_00000736,A/Synthetic_duck/SYN/000736/2025,A_/_H5N1,avian,759
SYNTH0000737,SYNTH_ISL_00000737,A/Synthetic_duck/SYN/000737/2024,A_/_H5N1,avian,759
SYNTH0000738,SYNTH_ISL_00000738,A/Synthetic_duck/SYN/000738/2024,A_/_H5N1,avian,759
SYNTH0000739,SYNTH_ISL_00000739,A/Synthetic_duck/SYN/000739/2024,A_/_H5N1,avian,759
